DateTime,dining_room_temp,living_room_temp,forecast_temp,dinning_room_CO2,living_room_CO2,dining_room_humidity,living_room_humidity,Lighting_dinning_room,Lighting_room,precipitacion,wind,outdoor_temp,outdoor_humidity,Day_Of_Week
13-03-2012 21:15,20.5253,21.348,14.6,210.539,215.275,43.8027,42.856,11.524,13.1827,0,0,16.416,57.2453,2
13-03-2012 21:30,20.43,21.148,14.0667,211.04,216.832,43.624,42.9227,11.5887,12.8587,0,0,16.22,57.3653,2
13-03-2012 21:45,20.3147,20.9813,12.9333,211.317,217.867,43.136,42.9413,11.524,12.8587,0,0,16.0547,57.5253,2
13-03-2012 22:00,20.2133,20.8107,12,212.384,218.891,43.2,43.016,11.6053,12.94,0,0,15.876,57.712,2
13-03-2012 22:15,20.114,20.66,12,213.163,219.68,42.8533,43.0853,11.524,13.1833,0,0,15.7213,57.896,2
13-03-2012 22:30,20.0053,20.4753,11.6,213.472,219.744,42.7333,43.1307,11.7847,13.1027,0,0,15.5673,58.0133,2
13-03-2012 22:45,19.9007,20.3147,10.1333,214.827,219.627,42.6853,43.1813,11.6053,13.184,0,0,15.4147,57.928,2
13-03-2012 23:00,19.7953,20.164,10.3333,214.336,219.797,42.1973,43.24,11.524,12.94,0,0,15.26,58.048,2
13-03-2012 23:15,19.6773,19.9967,11,215.136,221.461,41.9947,43.2427,11.524,14.4027,0,0,15.066,58.0107,2
13-03-2012 23:30,19.5727,19.846,11,216.384,221.931,41.7573,43.248,11.6053,13.428,0,0,14.864,57.864,2
13-03-2012 23:45,19.442,19.6773,10.2667,216.971,223.499,41.3467,43.2293,11.524,13.184,0,0,14.6387,57.7173,2
14-03-2012 00:00,19.3327,19.526,10,217.835,223.381,41.432,43.1573,11.6053,13.0207,0,0,14.4433,57.5627,2
14-03-2012 00:15,19.238,19.3733,9.46667,219.115,223.637,41.0427,43.16,11.6053,13.5413,0,0,14.2667,57.472,3
14-03-2012 00:30,19.0933,19.2087,9,219.2,225.131,41.0133,43.152,11.524,13.1027,0,0,13.9887,57.7253,3
14-03-2012 00:45,18.962,19.0527,9,221.493,227.509,41.152,43.1573,11.524,13.2653,0,0,13.7673,58.3413,3
14-03-2012 01:00,18.8533,18.8973,9,222.229,226.208,41.152,43.24,11.5073,12.4353,0,0,13.6213,58.496,3
14-03-2012 01:15,18.7267,18.734,9,222.155,226.091,41.0427,43.2613,11.6867,13.6387,0,0,13.522,58.1013,3
14-03-2012 01:30,18.6073,18.5833,9,222.741,225.301,40.9627,43.2187,11.524,13.2,0,0,13.3787,57.44,3
14-03-2012 01:45,18.5007,18.4167,9,221.515,225.237,40.708,43.1653,11.7847,13.428,0,0,13.1973,57.5707,3
14-03-2012 02:00,18.36,18.2727,8.86667,222.304,226.56,40.6213,43.16,11.7033,13.1993,0,0,12.9067,57.4293,3
14-03-2012 02:15,18.2387,18.0973,8,222.411,227.211,40.712,43.16,11.6867,13.5093,0,0,12.6573,57.3867,3
14-03-2012 02:30,18.09,17.9533,8,222.08,225.6,40.6547,43.16,11.7847,13.184,0,0,12.5453,57.3787,3
14-03-2012 02:45,17.9553,17.8173,8.4,222.432,225.355,40.672,43.176,11.4427,13.8013,0,0,12.398,57.3493,3
14-03-2012 03:00,17.8333,17.654,7.8,221.12,222.795,40.676,43.1653,11.768,13.428,0,0,12.29,56.8533,3
14-03-2012 03:15,17.7047,17.5153,7,220.853,220.747,40.488,43.104,11.524,13.3467,0,0.168,12.176,56.6053,3
14-03-2012 03:30,17.5733,17.3267,7,218.784,216.928,40.3333,42.872,11.7847,13.3467,0,0.508,12.1367,56.2693,3
14-03-2012 03:45,17.4713,17.1553,7,216.373,217.216,40.4413,42.8507,11.6053,13.2653,0,0.0413333,12.072,56.0453,3
14-03-2012 04:00,17.3667,17.0253,7,216.043,215.957,40.4253,42.8933,11.9473,13.428,0,0,11.9873,55.984,3
14-03-2012 04:15,17.268,16.894,7,214.187,215.392,40.372,42.856,11.622,13.428,0,0.230667,11.9167,56.0373,3
14-03-2012 04:30,17.126,16.7433,7,213.003,213.781,40.3133,42.752,11.7847,13.1027,0,0.663333,11.8633,56.0667,3
14-03-2012 04:45,16.9933,16.608,7,212.619,213.419,40.312,42.648,11.6053,12.7607,0,1.298,11.836,56.1867,3
14-03-2012 05:00,16.904,16.4307,6.66667,211.168,212.672,40.3413,42.672,11.6053,13.2653,0,0.706,11.7567,56.104,3
14-03-2012 05:15,16.83,16.2933,6,211.317,212.992,40.376,42.776,11.622,13.428,0,0,11.6907,56.0907,3
14-03-2012 05:30,16.7333,16.174,6.13333,211.2,213.856,40.372,42.8667,11.866,13.3467,0,0,11.5713,56.4747,3
14-03-2012 05:45,16.61,16.036,6.8,210.304,214.005,40.4253,42.9387,11.768,13.3467,0,0,11.3687,57.0773,3
14-03-2012 06:00,16.504,15.9227,7,210.571,214.229,40.48,42.9787,11.524,13.672,0,0,11.2627,56.8853,3
14-03-2012 06:15,16.3927,15.8607,6.06667,211.072,214.197,40.4373,43.016,11.6053,13.8507,0,0,11.1727,56.9093,3
14-03-2012 06:30,16.282,15.74,6,211.093,214.496,40.448,43.0747,11.6053,19.6253,0,0,11.1,56.9573,3
14-03-2012 06:45,16.178,15.6427,6,211.467,217.077,40.44,43.0853,20.0447,23.44,0,0,11.03,57.088,3
14-03-2012 07:00,16.1087,15.5307,6,213.557,219.68,40.4507,43.0507,21.328,23.44,0,0,11,56.8347,3
14-03-2012 07:15,16.0233,15.4753,6,215.221,218.187,40.348,42.904,21.4893,23.5507,0,0.127333,11.09,56.12,3
14-03-2012 07:30,15.99,15.3773,6.33333,215.093,217.739,40.508,42.84,21.5073,23.44,0,0,11.2253,55.3573,3
14-03-2012 07:45,15.96,15.6793,7,215.424,216.928,40.556,42.064,21.3453,26.528,0,0,11.4613,54.4987,3
14-03-2012 08:00,15.97,16.2273,7.66667,215.509,218.464,40.6867,41.116,21.166,38.3507,0,0,11.778,53.9627,3
14-03-2012 08:15,15.9967,16.6473,9,215.488,218.475,40.7867,40.5907,21.246,49.1547,0,0,12.1447,54.224,3
14-03-2012 08:30,16.038,17.0253,9.2,215.872,219.392,40.868,40.2613,27.3667,65.44,0,0,12.57,55.1733,3
14-03-2012 08:45,16.1227,17.3987,9.73333,215.211,219.531,40.9867,39.98,32.492,83.0133,0,0,13.0093,56.2373,3
14-03-2012 09:00,16.246,17.7927,10,216.181,220.523,40.9,39.62,41.516,107.493,0,0,13.4953,56.9333,3
14-03-2012 09:15,16.4007,18.2633,11.6,215.413,220.779,40.6547,39.2147,41.4173,112.56,0,0.192,14.0053,56.792,3
14-03-2012 09:30,16.6693,18.712,13.6667,216.811,233.909,40.2733,38.5987,49.7333,128.923,0,0.174,14.52,55.752,3
14-03-2012 09:45,16.9007,19.2667,15,218.272,230.624,40.172,37.8773,51.9147,140.64,0,0.440667,15.106,55.08,3
14-03-2012 10:00,17.1213,19.8067,15.6667,219.808,228.32,40.1813,37.096,51.5707,142.944,0,0.764667,15.6,54.1627,3
14-03-2012 10:15,17.3767,20.3413,17,221.44,228.448,40.22,36.3373,53.9013,143.2,0,0.392,16.0653,53.416,3
14-03-2012 10:30,17.7033,20.8453,17.6667,225.109,262.859,40.3733,36.7587,81.6827,128.155,0,0.909333,16.586,52.92,3
14-03-2012 10:45,18.096,21.452,19,232.331,396.096,40.4653,39.972,81.4827,113.429,0,1.20267,17.142,52.8747,3
14-03-2012 11:00,18.4513,21.788,19,238.752,436.309,40.832,40.688,81.7413,114.24,0,1.49733,17.636,52.696,3
14-03-2012 11:15,18.76,21.836,19,243.904,448.469,41.0307,41.2693,81.6613,112.64,0,1.868,18.03,52.0427,3
14-03-2012 11:30,19.122,21.6173,19,267.189,301.28,41.836,39.4267,81.4213,142.56,0,1.93467,18.3747,52.0773,3
14-03-2012 11:45,19.546,21.424,19,283.349,265.952,42.432,40.624,81.424,141.68,0,2.028,18.6873,52.4213,3
14-03-2012 12:00,20.0367,21.6,19,322.869,310.432,43.0747,41.4853,81.4827,139.797,0,1.992,18.9767,52.688,3
14-03-2012 12:15,20.4673,21.8587,19.7333,357.781,384.448,42.1147,41.824,81.6613,123.637,0,2.25667,19.248,53.16,3
14-03-2012 12:30,20.832,22.0573,19.4667,396.843,472.277,42.1467,42.1573,81.4427,116.672,0,1.81,19.5893,53.3893,3
14-03-2012 12:45,21.216,22.1907,19,445.248,475.051,42.4773,42.6587,81.3227,112.496,0,2.034,19.9793,53.2213,3
14-03-2012 13:00,21.6253,22.34,19,445.803,472.363,44.2933,43.472,81.2613,112.496,0,1.952,20.274,53.2027,3
14-03-2012 13:15,21.8947,22.4707,19,428.928,438.592,43.0907,43.312,81.3413,112.411,0,1.90133,20.5307,53.112,3
14-03-2012 13:30,22.1773,22.62,19.1333,436.117,445.824,43.2027,43.472,80.9227,112.581,0,2.008,20.88,53.008,3
14-03-2012 13:45,22.3373,22.624,19.7333,401.237,421.611,43.0427,43.6587,81.1013,94.976,0,2.08933,21.2107,52.6907,3
14-03-2012 14:00,22.4733,22.692,20,378.453,356.352,42.8373,43.6027,81.0827,82.88,0,1.63933,21.5027,52.288,3
14-03-2012 14:15,22.612,22.7347,20,352.171,306.848,43.0427,43.3333,64.8453,82.8,0,1.872,21.844,51.784,3
14-03-2012 14:30,22.7813,22.78,20,308.576,297.813,43.7227,43.2533,51.416,62.1467,0,1.82067,22.196,50.8,3
14-03-2012 14:45,22.912,22.816,20,292.971,276.523,43.672,43.1067,50.6347,52.5893,0,1.96067,22.3693,49.4987,3
14-03-2012 15:00,22.992,22.8213,20,277.387,260.256,43.4987,43.0213,41.9733,45.0453,0,1.782,22.32,48.1893,3
14-03-2012 15:15,23.088,22.808,20,263.808,248.853,43.064,42.8987,38.6867,39.6987,0,2.03067,22.136,46.432,3
14-03-2012 15:30,23.148,22.776,20,243.435,243.765,42.0827,42.624,31.0453,32.0533,0,1.84467,21.8853,45.1947,3
14-03-2012 15:45,23.164,22.7347,20,232.693,237.589,41.124,42.224,23.004,22.604,0,2.00933,21.5827,44.3787,3
14-03-2012 16:00,23.132,22.6907,19.8667,224.021,233.12,40.4133,41.952,20.8053,23.388,0,1.56,21.2467,44.2373,3
14-03-2012 16:15,23.128,22.608,19,219.52,229.899,39.9333,41.664,20.742,22.9467,0,1.636,20.9627,44.0347,3
14-03-2012 16:30,23.0627,22.5613,19,216.501,226.869,39.2667,41.5227,20.9027,23.1093,0,1.498,20.6947,43.544,3
14-03-2012 16:45,22.996,22.484,19,216.619,221.515,38.8173,41.48,20.6607,22.9813,0,1.782,20.4427,43.4693,3
14-03-2012 17:00,22.9333,22.3867,19,213.557,219.349,38.384,41.0613,20.562,23.144,0,1.246,20.1167,43.048,3
14-03-2012 17:15,22.8213,22.2987,19,211.445,217.483,37.8173,40.8947,20.822,22.604,0,1.578,19.8167,43.36,3
14-03-2012 17:30,22.716,22.1787,18.8,210.795,215.936,37.912,40.776,20.9213,22.9467,0,1.254,19.5533,44.864,3
14-03-2012 17:45,22.5893,22.064,18.2667,209.877,214.325,39.0733,40.9387,20.6607,22.7027,0,1.41867,19.3293,48.3867,3
14-03-2012 18:00,22.484,21.952,18,209.483,212.544,40.848,41.44,11.328,22.0213,0,0.780667,19.1287,51.8347,3
14-03-2012 18:15,22.3813,21.8613,18,210.315,213.035,42.32,42.048,11.328,13.46,0,0.650667,18.9267,54.5067,3
14-03-2012 18:30,22.2627,21.74,17.3333,209.984,211.371,43.6133,42.7947,11.622,12.8587,0,1.11733,18.7113,56.8587,3
14-03-2012 18:45,22.156,21.624,16,210.101,210.581,44.5493,43.52,11.23,13.1993,0,0.821333,18.4533,58.408,3
14-03-2012 19:00,22.044,21.496,16,210.304,210.507,45.2853,44.056,11.426,12.94,0,0.563333,18.2053,59.5707,3
14-03-2012 19:15,21.92,21.3867,16,209.835,210.187,45.816,44.496,11.6053,13.004,0,0.08,17.9927,60.184,3
14-03-2012 19:30,21.82,21.2507,16,210.581,210.805,46.2747,44.944,11.328,13.3787,0,0.052,17.7647,61.1787,3
14-03-2012 19:45,21.6973,21.1293,14.5333,209.835,211.136,46.184,45.056,11.6867,13.2813,0,0.564,17.5673,62.488,3
14-03-2012 20:00,21.5627,21.028,14,209.728,210.496,46.9147,45.6667,11.3447,13.004,0,0,17.3913,62.7653,3
14-03-2012 20:15,21.4453,20.896,14,210.101,211.723,47.2987,45.8693,11.426,13.0213,0,0,17.2,63.056,3
14-03-2012 20:30,21.304,20.816,14,210.016,211.019,47.3067,46.0667,11.6867,13.1833,0,0,16.996,62.96,3
14-03-2012 20:45,21.18,20.6813,14,210.4,211.616,45.8533,45.4533,11.328,12.94,0,0.48,16.8393,64.6267,3
14-03-2012 21:00,21.04,20.572,12.5333,210.507,212.48,45.2,45.488,11.524,13.2967,0,0.783333,16.684,65.1147,3
14-03-2012 21:15,20.8987,20.4173,12,211.072,214.091,44.824,45.5253,11.6867,13.184,0,0.986667,16.514,65.7627,3
14-03-2012 21:30,20.7747,20.308,12,211.264,213.749,44.8347,45.6133,11.426,12.5167,0,0.576,16.3467,65.6587,3
14-03-2012 21:45,20.652,20.1407,12,212.085,214.261,45.8827,46.232,11.6867,13.3627,0,0.218,16.166,65.2187,3
14-03-2012 22:00,20.532,19.9987,12,212.384,214.229,46.352,46.4693,11.6053,12.8587,0,0.0386667,16.0053,65.2773,3
14-03-2012 22:15,20.4067,19.9033,12,211.733,213.739,46.5333,46.752,11.426,13.6067,0,0,15.8253,65.1707,3
14-03-2012 22:30,20.264,19.7833,12,212.235,214.496,45.9653,46.5893,11.6053,13.1027,0,0,15.6493,65.072,3
14-03-2012 22:45,20.136,19.658,11.4667,212.064,214.357,45.736,46.8933,11.426,13.184,0,0,15.4293,64.3813,3
14-03-2012 23:00,20.0227,19.52,11,212.32,214.432,44.936,46.7413,11.524,13.0213,0,0,15.0953,63.3573,3
14-03-2012 23:15,19.866,19.4027,10.0667,212.651,215.979,44.2427,46.4053,11.6867,12.842,0,0,14.9067,64.584,3
14-03-2012 23:30,19.7607,19.3573,9.66667,212.96,215.787,43.3253,45.7573,11.6053,13.444,0,0,14.7893,64.9653,3
14-03-2012 23:45,19.8147,19.5787,9,213.205,215.125,41.4853,45,11.7033,13.0207,0,0,14.66,64.7307,3
15-03-2012 00:00,19.8147,19.672,9,212.683,216.309,41.104,44.64,11.4427,13.2653,0,0,14.4187,64.304,3
15-03-2012 00:15,19.7553,19.7,9,212.907,217.44,40.976,44.256,11.4427,12.9393,0,0,14.208,63.7627,4
15-03-2012 00:30,19.6867,19.7033,9,213.845,217.568,40.896,43.9893,11.6867,13.3467,0,0,13.9453,63.152,4
15-03-2012 00:45,19.5833,19.684,9,214.667,218.891,40.816,43.752,11.6053,12.94,0,0.036,13.6507,62.3547,4
15-03-2012 01:00,19.482,19.648,8.66667,215.915,220.672,40.7413,43.5173,11.524,13.8173,0,0.426,13.3473,61.8907,4
15-03-2012 01:15,19.3353,19.55,8,216.821,219.328,40.7107,43.2747,11.7033,13.704,0,1.09733,13.1267,61.864,4
15-03-2012 01:30,19.2267,19.4333,8,216.715,217.259,40.66,43.2133,11.6053,13.3467,0,0.420667,12.918,65.3653,4
15-03-2012 01:45,19.1367,19.382,8.53333,215.851,215.157,40.596,43.272,11.7033,13.3467,0,0.326,12.76,68.5467,4
15-03-2012 02:00,19.05,19.3153,9,214.56,214.048,40.5893,43.424,11.524,13.2653,0,0.036,12.668,69.3893,4
15-03-2012 02:15,18.9727,19.3,8.06667,213.312,213.045,40.5733,43.5573,11.524,12.452,0,0,12.6267,69.824,4
15-03-2012 02:30,18.8867,19.2733,8,212.075,212.021,40.592,43.5893,11.524,14.3213,0,0.0386667,12.6133,69.8427,4
15-03-2012 02:45,18.8027,19.2267,7.86667,212.224,213.429,40.64,43.5947,11.6867,13.7533,0,0.529333,12.6033,70.5147,4
15-03-2012 03:00,18.7287,19.1367,7.33333,211.701,213.589,40.656,43.712,11.7847,13.2653,0,0.106,12.5907,70.3573,4
15-03-2012 03:15,18.6713,19.13,8,211.659,213.685,40.68,44.0027,11.6053,13.5093,0,0,12.5907,70.4267,4
15-03-2012 03:30,18.6047,19.1133,7.6,210.923,213.493,40.712,44.0053,11.6867,13.5907,0,0.182,12.5933,70.8453,4
15-03-2012 03:45,18.5513,19.0867,6,210.987,214.496,40.748,44.1227,11.7847,13.5907,0,0.163333,12.59,70.4533,4
15-03-2012 04:00,18.5067,19.06,6.06667,211.968,213.867,40.848,44.2213,11.4427,13.1673,0,0.108667,12.5873,70.7333,4
15-03-2012 04:15,18.4533,19.048,6.8,212.064,214.741,40.92,44.3787,11.6867,13.5907,0,0,12.5967,70.4453,4
15-03-2012 04:30,18.4007,19.004,6.53333,212.576,214.4,41.0053,44.592,11.6867,12.842,0,0,12.6067,70.712,4
15-03-2012 04:45,18.3567,19,6,212.245,214.208,41.048,44.7627,11.768,13.3467,0,0,12.6367,70.5333,4
15-03-2012 05:00,18.33,19,5.46667,211.904,213.856,41.1387,45.0133,11.6867,13.672,0,0.209333,12.668,70.8507,4
15-03-2012 05:15,18.2827,18.99,5,211.883,212.789,41.2027,45.0293,11.72,13.7533,0,0.226,12.638,71.7493,4
15-03-2012 05:30,18.2267,18.9447,5.53333,211.008,212.512,41.232,45.1093,11.5887,13.672,0,0,12.522,71.92,4
15-03-2012 05:45,18.1393,18.9207,6,211.211,212.075,41.288,44.8453,11.7033,13.428,0,0.222,12.3907,71.6027,4
15-03-2012 06:00,18.068,18.8607,5.66667,211.584,214.101,41.392,44.9573,11.4427,11.7033,0,0,12.2227,71.28,4
15-03-2012 06:15,18.0233,18.7953,5,211.584,215.264,41.408,45.048,11.622,12.1747,0,0,12.0147,70.9653,4
15-03-2012 06:30,17.956,18.7267,5,212.149,216.555,41.4213,45.0213,11.524,20.1,0,0,11.7967,70.4773,4
15-03-2012 06:45,17.8847,18.672,4.86667,211.936,217.984,41.4347,44.9733,21.0847,21.3267,0,0,11.5727,70.1413,4
15-03-2012 07:00,17.83,18.6067,4,213.707,221.28,41.4213,44.8293,20.9853,23.0627,0,0.036,11.4327,69.5067,4
15-03-2012 07:15,17.7513,18.54,4,216.117,223.584,41.4053,44.584,21.3927,23.44,0,0.135333,11.3953,69.0933,4
15-03-2012 07:30,17.7287,18.5,4,217.141,225.344,41.4933,44.4933,21.2467,23.44,0,0.044,11.4167,68.5787,4
15-03-2012 07:45,17.7133,18.496,5.46667,217.813,225.152,41.5413,44.352,21.5067,26.7387,0,0.134667,11.508,68.2907,4
15-03-2012 08:00,17.7133,18.52,6,218.72,223.115,41.528,44.144,21.1487,38.1893,0,0.202667,11.6473,68.1093,4
15-03-2012 08:15,17.708,18.4907,6.53333,218.763,219.723,41.6453,43.9013,22.548,48.6293,0,0.274667,11.7813,67.4933,4
15-03-2012 08:30,17.596,18.1873,7,218.4,221.269,42,44.4027,31.208,67.4533,0,0.736667,11.93,66.8533,4
15-03-2012 08:45,17.5847,18.0307,8.33333,218.624,221.365,42.088,44.856,38.248,83.36,0,1.09467,12.142,65.648,4
15-03-2012 09:00,17.622,18.04,9.4,218.347,221.291,42.2347,45.0053,41.3373,101.317,0,0.828,12.3787,65.1947,4
15-03-2012 09:15,17.704,18.036,12,218.528,220.48,42.3227,45.0053,46.144,112.837,0,0.918667,12.644,64.7307,4
15-03-2012 09:30,17.82,18.0753,12,218.987,219.925,42.3813,45.0507,50.7707,110.917,0,0.663333,12.988,63.672,4
15-03-2012 09:45,17.918,18.166,12,218.197,217.376,42.3973,45.104,50.952,104.853,0,1.51933,13.3487,63.792,4
15-03-2012 10:00,18.0507,18.204,12.5333,217.301,216.427,42.5067,45.4587,56.6067,99.504,0,1.15467,13.6793,64.4,4
15-03-2012 10:15,18.222,18.316,13,217.408,215.243,42.5867,45.6427,75.1173,119.173,0,1.27067,14.006,64.264,4
15-03-2012 10:30,18.3893,18.4647,13.5333,216.555,214.443,42.4907,45.512,81.4827,115.237,0,1.62067,14.3727,64.024,4
15-03-2012 10:45,18.58,18.6193,14,215.989,214.219,42.464,45.3813,81.3227,121.429,0,1.35267,14.7233,63.7493,4
15-03-2012 11:00,18.7587,18.7947,14,215.093,213.312,42.416,45.3013,81.76,129.253,0,1.58267,15.002,63.4907,4
15-03-2012 11:15,18.962,18.9613,14.9333,214.827,213.6,42.456,45.1173,81.2427,139.237,0,1.31133,15.326,63.16,4
15-03-2012 11:30,19.164,19.1713,15,214.261,214.539,42.48,44.9867,81.4053,128.757,0,1.60533,15.6967,62.84,4
15-03-2012 11:45,19.378,19.3553,15,214.261,213.589,42.472,44.8667,81.3413,122.939,0,1.682,16.0347,62.488,4
15-03-2012 12:00,19.59,19.532,15.5333,215.019,214.72,42.4933,44.84,94.9867,138.197,0,1.63133,16.4073,62.128,4
15-03-2012 12:15,19.7993,19.724,16,214.731,214.421,42.4773,44.8213,97.3973,134.373,0,1.81733,16.7633,61.8933,4
15-03-2012 12:30,19.9867,19.9,16,214.837,214.955,42.5067,44.824,83.2453,113.851,0,1.88467,17.0687,61.6107,4
15-03-2012 12:45,20.1427,20.0133,16,215.275,213.099,42.6213,44.8853,81.1627,112.752,0,2.14067,17.32,61.2667,4
15-03-2012 13:00,20.324,20.1993,16.3333,214.88,213.739,42.7093,44.9307,81.5013,113.008,0,2.348,17.632,60.752,4
15-03-2012 13:15,20.5067,20.352,17,214.709,213.109,42.8053,45.0027,81.184,112.453,0,2.004,17.9767,60.0293,4
15-03-2012 13:30,20.6693,20.476,17,215.008,212.736,42.9707,45.096,81.0027,110.219,0,2.19867,18.2567,59.336,4
15-03-2012 13:45,20.836,20.5773,17,214.933,212.661,43.1547,45.2,80.96,95.136,0,1.92667,18.5607,58.936,4
15-03-2012 14:00,20.972,20.644,17,214.539,211.328,43.4373,45.344,81.264,82.88,0,2.75067,18.848,58.5147,4
15-03-2012 14:15,21.0907,20.7027,17,214.293,210.048,43.832,45.4773,58.5307,81.2,0,2.52467,19.0727,58.0613,4
15-03-2012 14:30,21.232,20.744,17,212.576,209.856,44.224,45.6347,49.4,57.44,0,2.56867,19.2747,58.0507,4
15-03-2012 14:45,21.3573,20.8133,17,212.277,209.632,44.7093,45.768,46.5987,51.184,0,2.466,19.34,58.32,4
15-03-2012 15:00,21.44,20.844,16.4667,211.893,209.504,45.1173,45.976,36.768,42.8773,0,2.74533,19.2907,58.6,4
15-03-2012 15:15,21.508,20.8107,16,210.4,208.992,45.64,46.184,33.9387,41.56,0,2.25333,19.1147,58.9253,4
